1.341038197393672249e+00 -1.120494300269548305e+01
-6.119733874886844838e+00 7.735995051196218775e+00
-1.584221928047667705e+00 -7.701445342716638720e+00
-5.945733145750056181e+00 7.585287103566845657e-01
-3.920720707792558546e+00 3.183557359789624952e-01
3.034977945652373776e+00 -5.311656844644184972e+00
2.210747822666363493e+00 -6.207866634346960844e+00
3.714352028534798400e+00 -6.308584092126906739e+00
1.640855735620700528e+00 -6.078050916848545704e+00
2.539356846700028481e+00 -4.966209160287717417e+00
3.590712889685140574e+00 -6.146730631067652162e+00
3.337964888668228713e+00 -7.097822315669703563e+00
2.889979964163434722e+00 -5.092139717792450782e+00
3.715585438565091270e+00 -6.352798453649515231e+00
7.940565901364994517e+00 -8.687067531865466652e-01
-7.759625232498219560e+00 -1.037160248145060581e+00
-8.404847188176150397e+00 2.387476201064621772e+00
-3.764322575292955442e+00 2.849783775856991497e+00
4.450047731422634989e-01 1.604945060153766700e+00
-5.246821356836396610e+00 8.151788280954548327e-01
-4.486146829505297084e+00 1.027432625701043278e+01
-4.277658132212277309e+00 3.521848778445360040e-01
2.762703737288481509e+00 2.056568139713492283e+00
1.406904341703310912e+00 1.394099940448827013e+00
4.829853875767287974e+00 -3.577658836118471353e+00
5.330920750021933330e+00 2.675712192374010812e+00
1.824463265394884237e+00 -2.297167651927842336e+00
5.980361852418794477e+00 -4.232488637778210716e+00
-5.382271381119712927e+00 2.349736682280854083e+00
4.650959484194857829e+00 1.182058946759634077e+00
4.311771427527319567e+00 7.219508255486314363e-01
2.417383186557712005e+00 -8.442181662154006616e-02
1.836504677680951714e+00 -8.439281011544700339e-01
-5.157087343457690487e+00 -1.010983320384085538e+01
-1.377764914433596388e+00 -9.705108779846753464e+00
4.632374181009604186e+00 -9.667970172606340284e+00
6.125684840370619888e+00 8.062305553998722729e+00
-5.315517349067673258e+00 2.323276940140983182e+00
3.639871123946200271e+00 6.813388280233221295e+00
-5.764393213770170554e+00 1.017638061323930421e+00
-3.297648347877342179e+00 9.539199986097425921e+00
-6.429517988915512738e+00 -9.767002061246101263e+00
2.320098472840695703e+00 -8.589256869801799033e-01
-4.530360563320152134e-01 2.442834171360144691e+00
-5.982902851225446739e+00 4.420611357831845112e+00
1.559685096011508731e+00 -2.203337645089920027e+00
1.013975544107162818e+01 -5.993901608338426890e+00
-1.598717264084182688e+00 1.907586083144046984e+00
5.526045051197515434e+00 -4.860762672164534060e+00
-2.010265044624889086e+00 -6.433724381661884983e+00
8.832573464423971732e-01 -5.525001131486985351e+00
5.526006959940948704e+00 -4.860749469881074702e+00
-2.010265044513374733e+00 -6.433724410745272237e+00
8.830025114988319102e-01 -5.515161109798586203e+00
5.526045086168299036e+00 -4.860762632200773758e+00
-2.010265042202705299e+00 -6.433724409130324950e+00
8.821320199947592089e-01 -5.515419394084710270e+00
-6.360202713360099125e+00 1.017911424418605471e+01
5.531487131612773389e+00 -7.951169706609844567e+00
2.543319195105243846e+00 -3.685141099080928573e+00
1.543131253487378673e+00 -3.290421610334850477e+00
3.947608716357257741e+00 -2.764636648227031923e+00
2.336340477433151097e+00 -3.404744644006999721e+00
1.277810643989323314e+00 -3.713965011374801062e+00
1.801426775886405762e+00 2.631122516496618990e-01
-6.509047441659692623e+00 -7.020246293188407982e+00
2.602010257468419852e+00 -3.308066882028744438e+00
2.052338473975365840e+00 -3.651089827648623665e+00
1.467985927459552142e+00 -3.383865584425351791e+00
3.115550209707512064e+00 8.921760321156404494e-01
1.220815956974617977e+00 -1.657401213915385141e-01
1.400078469526845559e+00 -7.449054772809839964e-01
3.095520524718073485e+00 9.305972454693146600e-01
2.617481091687607009e+00 7.763511018271700426e-01
1.078395114606118144e+00 -6.384624551250811519e-01
6.719830161073772068e+00 5.669763524059239224e+00
3.411399638750708951e-01 8.618738676807385701e+00
-4.048533771041635809e+00 -1.094304272956315671e+01
1.749516485248948205e+00 -4.926033493805683783e-01
-1.103210917176329886e+01 -5.310162958329345706e+00
6.201199373112653568e-01 -8.098236368687059539e+00
-5.577134754221670931e+00 9.014502194681819347e+00
